upi_id,linked_account_id,handle
U001400,A001395,quickpay1774@ybl
U001401,A001395,revaanne922@ybl
U001402,A001396,quickpay1774@ybl
U001403,A001396,zarnaman6044@okicici
U001404,A001397,quickpay1774@ybl
U001405,A001397,bahadurj2437@oksbi
U001406,A001398,omkaarba8171@paytm
U001407,A001399,williama9659@ybl
U001408,A001400,gabrielm8308@okaxis
U001409,A001401,irarana316@oksbi
U001410,A001402,saivasa751@okaxis
U001411,A001403,ekapadch7084@okicici
U001412,A001404,ijayapal544@upi
U001413,A001405,upkaarha573@ybl
U001414,A001406,netraagr8626@okhdfcbank
U001415,A001407,parthray1061@oksbi
U001416,A001408,elijahth6938@oksbi
U001417,A001409,harinida5673@paytm
U001418,A001410,zashilsa8265@upi
U001419,A001411,vedakohl3785@okhdfcbank
U001420,A001412,tarashar8367@oksbi
U001421,A001413,vasatika1179@ybl
U001422,A001414,ekanshra8879@okicici
U001423,A001415,victormu1626@upi
U001424,A001416,iravarty2118@okicici
U001425,A001417,adyakoth367@okicici
U001426,A001418,girikras9971@okhdfcbank
U001427,A001419,faqidgok176@upi
U001428,A001420,diptapan6532@oksbi
U001429,A001421,amrutago7673@okicici
U001430,A001422,wishiiye5928@ybl
U001431,A001423,wyattlan9192@okaxis
U001432,A001424,veerjain9852@oksbi
U001433,A001425,ishanidu2317@oksbi
U001434,A001426,jagdishb9812@okhdfcbank
U001435,A001427,abeerbas2884@okhdfcbank
U001436,A001428,kamyamur2821@okhdfcbank
U001437,A001429,anviswam8349@okaxis
U001438,A001430,yastimam4552@oksbi
U001439,A001431,tristand8618@okhdfcbank
U001440,A001432,pallavis7498@upi
U001441,A001433,yadavipa2067@okicici
U001442,A001434,owenshan9290@upi
U001443,A001435,zarnasha6612@okaxis
U001444,A001436,abhirama5743@oksbi
U001445,A001437,ladlicha9855@ybl
U001446,A001438,janakila4659@okicici
U001447,A001439,adyakhal9593@paytm
U001448,A001440,urishill5532@okicici
U001449,A001441,qarintar8334@oksbi
U001450,A001442,shivansh5995@paytm
U001451,A001443,janyarat5103@okaxis
U001452,A001444,shravyag7244@ybl
U001453,A001445,veerchau2018@upi
U001454,A001446,warinder6572@upi
U001455,A001447,rohandhi6018@paytm
U001456,A001448,urvashia9901@paytm
U001457,A001450,oviyatat405@paytm
U001458,A001451,zansiwal4975@okhdfcbank
U001459,A001452,vidhimit9961@okicici
U001460,A001453,quickpay2545@ybl
U001461,A001453,champakr835@ybl
U001462,A001454,quickpay2545@ybl
U001463,A001454,nihalbha9815@paytm
U001464,A001455,quickpay2545@ybl
U001465,A001455,aachalso5043@okaxis
U001466,A001456,quickpay2545@ybl
U001467,A001456,shivanin8133@ybl
U001468,A001457,quickpay2545@ybl
U001469,A001457,jalsapar5908@oksbi
U001470,A001458,hemangin6505@okhdfcbank
U001471,A001459,jairajpa9767@upi
U001472,A001460,owenmane3760@okhdfcbank
U001473,A001461,ektauppa903@okhdfcbank
U001474,A001462,sanyabra9093@okaxis
U001475,A001463,bhavinis7962@oksbi
U001476,A001464,oliverna177@paytm
U001477,A001465,nidhibor8904@upi
U001478,A001466,neeloza7402@oksbi
U001479,A001467,diptanad4747@okicici
U001480,A001468,amararan5273@ybl
U001481,A001469,saipatil7213@okhdfcbank
U001482,A001470,odikagan1697@oksbi
U001483,A001471,arindass3983@okhdfcbank
U001484,A001472,zayanbuc4920@upi
U001485,A001473,ojasrang3850@paytm
U001486,A001474,girishbh7251@okicici
U001487,A001475,chaturab5362@oksbi
U001488,A001476,fiyazcha1948@oksbi
U001489,A001478,nachiket128@paytm
U001490,A001479,dayamaik6243@okaxis
U001491,A001480,bhanumat6069@paytm
U001492,A001481,quickpay3234@ybl
U001493,A001481,karanvya7032@ybl
U001494,A001482,quickpay3234@ybl
U001495,A001482,ayushban1722@okaxis
U001496,A001483,quickpay3234@ybl
U001497,A001483,eshanaso901@okhdfcbank
U001498,A001484,quickpay3234@ybl
U001499,A001484,anitasax7033@upi
U001500,A001485,quickpay3234@ybl
U001501,A001485,petersha5844@okicici
U001502,A001486,dayitapa6894@okaxis
U001503,A001487,utkarshc3259@paytm
U001504,A001488,darikapa6938@upi
U001505,A001489,abhaduga3148@oksbi
U001506,A001490,advaitha3229@upi
U001507,A001491,hemangin817@okhdfcbank
U001508,A001492,abhirams2576@paytm
U001509,A001493,chandani9270@okicici
U001510,A001494,brindaka3124@upi
U001511,A001495,kashvigu3096@okaxis
U001512,A001496,rajeshri7330@oksbi
U001513,A001497,nihalram8751@oksbi
U001514,A001498,thomasla2090@oksbi
U001515,A001499,pahalkha2458@okicici
U001516,A001500,bhavaniw4244@paytm
U001517,A001501,nitaragu1291@upi
U001518,A001502,qabildes5414@ybl
U001519,A001503,indrajit1760@okhdfcbank
