person_id,name,role,account_age_days,district,state,lat,lng
P000679,Wridesh Jhaveri,normal,2129,Lucknow,Uttar Pradesh,26.88839,80.97101
P000680,Harrison Bandi,normal,2833,Dhanbad,Jharkhand,23.80615,86.44464
P000681,Chanakya Konda,normal,3110,Asansol,West Bengal,23.72766,86.91953
P000682,Neelima Sarna,normal,195,Thane,Maharashtra,19.21295,72.91852
P000683,Teerth Bhalla,normal,159,Delhi Central,Delhi,28.6697,77.22106
P000684,Yahvi Mann,normal,1308,Asansol,West Bengal,23.71799,86.98938
P000685,Eiravati Nagi,normal,1039,Rohtak,Haryana,28.82985,76.5334
P000686,Chasmum Dhar,normal,1054,Ghaziabad,Uttar Pradesh,28.59622,77.38233
P000687,Odika Mital,normal,2313,Lucknow,Uttar Pradesh,26.8825,80.9553
P000688,Darsh Gill,normal,269,Durgapur,West Bengal,23.5028,87.25905
P000689,Warhi Batta,normal,1016,Noida,Uttar Pradesh,28.47946,77.36492
P000690,Lakshmi Vohra,normal,1746,Rohtak,Haryana,28.89483,76.62055
P000691,Omaja Rege,normal,133,Nuh,Haryana,28.13349,77.00569
P000692,Charita Puri,normal,1512,Faridabad,Haryana,28.46922,77.40011
P000693,Urvashi Khosla,normal,690,Rohtak,Haryana,28.89858,76.63092
P000694,Charita Dhawan,normal,79,Pune,Maharashtra,18.47104,73.84691
P000695,Dalbir Sachar,normal,1254,Alwar,Rajasthan,27.5154,76.65737
P000696,Krish Rama,normal,1407,Lucknow,Uttar Pradesh,26.87816,80.93824
P000697,Aadhya Jani,normal,14,Gurugram,Haryana,28.50122,77.05842
P000698,Farhan Sengupta,normal,351,Bengaluru,Karnataka,12.99251,77.58435
P000699,George Wason,normal,738,Mumbai,Maharashtra,19.12491,72.83891
P000700,Charan Loyal,normal,19,Asansol,West Bengal,23.7387,86.94987
P000701,Balveer Bora,normal,2488,Mumbai,Maharashtra,19.0084,72.90849
P000702,Teerth Srinivas,normal,2864,Nagpur,Maharashtra,21.14545,79.06636
P000703,Gaurangi Mitter,normal,2729,Bengaluru,Karnataka,12.94345,77.55563
P000704,Siddharth Gupta,normal,755,Nuh,Haryana,28.10036,76.95377
P000705,Varenya Kibe,normal,815,Agra,Uttar Pradesh,27.14079,78.03566
P000706,Mekhala Khatri,normal,2336,Dhanbad,Jharkhand,23.81141,86.4358
P000707,Barkha Rai,normal,2478,Rohtak,Haryana,28.87537,76.63768
P000708,Jagrati Morar,normal,1374,Pune,Maharashtra,18.50515,73.88088
P000709,Jagvi Varghese,normal,1500,Bengaluru,Karnataka,12.95693,77.56253
P000710,Unnati Chaudhari,normal,933,Pune,Maharashtra,18.53787,73.81647
P000711,Ekaja Jani,normal,3002,Asansol,West Bengal,23.64568,86.9932
P000712,Dhriti Sachdev,normal,1717,Durgapur,West Bengal,23.5535,87.27338
P000713,Timothy Dhingra,normal,3109,Mumbai,Maharashtra,19.01783,72.85771
P000714,Advika Sahni,normal,1683,Deoghar,Jharkhand,24.50029,86.66615
P000715,Michael Hayre,normal,1794,Pune,Maharashtra,18.51473,73.85017
P000716,Victor Raghavan,normal,2315,Kolkata,West Bengal,22.53489,88.36187
P000717,Xalak Nazareth,normal,2873,Alwar,Rajasthan,27.60128,76.6558
P000718,Vrinda Swaminathan,normal,3050,Gurugram,Haryana,28.44522,77.10055
P000719,Om Pandey,normal,74,Howrah,West Bengal,22.61703,88.28127
P000720,Logan Suresh,normal,151,Asansol,West Bengal,23.71568,86.93872
P000721,Daniel Viswanathan,normal,850,Faridabad,Haryana,28.41591,77.34116
P000722,Falan Bava,normal,2974,Bengaluru,Karnataka,12.91512,77.61394
P000723,Nitara Devan,normal,2717,Asansol,West Bengal,23.72039,86.99577
P000724,Ekansh Dora,normal,460,Mangaluru,Karnataka,12.93051,74.8527
P000725,Tejas Tiwari,normal,2606,Rohtak,Haryana,28.82665,76.58514
P000726,Kashvi Bhasin,normal,2503,Agra,Uttar Pradesh,27.24399,78.00984
P000727,Vinaya Babu,normal,719,Howrah,West Bengal,22.53312,88.24124
P000728,Nisha Arora,normal,1843,Delhi Central,Delhi,28.67338,77.21121
P000729,Anvi Wason,normal,2028,New Delhi,Delhi,28.62597,77.18757
P000730,Anay Thakkar,normal,290,Lucknow,Uttar Pradesh,26.88782,80.90165
P000731,Praneel Chhabra,normal,2856,New Delhi,Delhi,28.57553,77.19056
P000732,Manthan Khosla,normal,1609,Jaipur,Rajasthan,26.91165,75.75465
P000733,Zayyan Pandya,normal,1570,New Delhi,Delhi,28.6263,77.23691
P000734,Mekhala Brar,normal,3195,Durgapur,West Bengal,23.5591,87.32296
P000735,Nidra Sharaf,normal,2973,Rohtak,Haryana,28.919,76.58664
P000736,Upkaar Mital,normal,2134,Delhi Central,Delhi,28.70265,77.26416
P000737,Azad Chander,normal,867,New Delhi,Delhi,28.57125,77.22733
P000738,Ladli Purohit,normal,949,Agra,Uttar Pradesh,27.23388,77.97249
P000739,Daksh Andra,normal,1387,Nuh,Haryana,28.06992,77.02281
P000740,Fitan Tata,normal,24,Durgapur,West Bengal,23.42716,87.28952
P000741,Garima Chandran,normal,334,Asansol,West Bengal,23.67842,86.97564
P000742,Victor Kakar,normal,2615,Hubballi,Karnataka,15.38776,75.09696
P000743,Anika Batra,normal,604,Bengaluru,Karnataka,12.98862,77.5902
P000744,Avni Bali,normal,2654,Asansol,West Bengal,23.71735,86.98977
P000745,Divya Babu,normal,627,Kota,Rajasthan,25.18412,75.82446
P000746,Maanas Rao,normal,1137,Kolkata,West Bengal,22.50554,88.27106
P000747,Chandani Gaba,normal,2000,Ghaziabad,Uttar Pradesh,28.64575,77.45472
P000748,Lopa Zachariah,normal,973,Jamtara,Jharkhand,24.00003,86.80057
P000749,Leena Dey,normal,2151,Ghaziabad,Uttar Pradesh,28.64471,77.48253
P000750,Xiti Pal,normal,3162,Faridabad,Haryana,28.38742,77.23236
P000751,Guneet Sarkar,normal,1491,Bharatpur,Rajasthan,27.24896,77.53571
P000752,Faqid Oak,normal,2888,Rohtak,Haryana,28.96737,76.56747
P000753,Eta Balan,normal,1208,Agra,Uttar Pradesh,27.20267,77.99458
P000754,Shravya Swaminathan,normal,609,Ranchi,Jharkhand,23.29091,85.33176
P000755,Ishani Prashad,normal,592,Agra,Uttar Pradesh,27.19643,77.99986
P000756,Quincy Rai,normal,1546,Durgapur,West Bengal,23.52328,87.31447
P000757,Chakrika Koshy,normal,1867,Howrah,West Bengal,22.58143,88.23329
P000758,Fitan Loyal,normal,448,Delhi Central,Delhi,28.73178,77.23108
P000759,Lajita Dube,normal,3044,Kolkata,West Bengal,22.55228,88.3955
P000760,Edhitha Patel,normal,2599,Jamtara,Jharkhand,24.00316,86.89938
P000761,Gavin Ahluwalia,normal,1162,Noida,Uttar Pradesh,28.61751,77.34659
P000762,Sai Parsa,normal,2989,Ranchi,Jharkhand,23.36137,85.26251
P000763,Harsh Deo,normal,1230,Bengaluru,Karnataka,13.06033,77.59495
P000764,Rachit Sankar,normal,2682,Kolkata,West Bengal,22.57552,88.3573
P000765,Yauvani Reddy,normal,782,Noida,Uttar Pradesh,28.52235,77.35155
P000766,Atharv Chakraborty,normal,1976,Nuh,Haryana,28.03811,76.98805
P000767,Girik Nair,normal,3116,Durgapur,West Bengal,23.55423,87.30245
P000768,Advik Manne,normal,430,Delhi Central,Delhi,28.71534,77.26558
P000769,Lipika Chad,normal,2390,Alwar,Rajasthan,27.55412,76.65946
P000770,Omkaar Rai,normal,2541,Nagpur,Maharashtra,21.08463,79.10676
P000771,Liam Luthra,normal,2133,Jamtara,Jharkhand,23.94326,86.7698
P000772,Amrita Tailor,normal,475,Mangaluru,Karnataka,12.91516,74.8211
P000773,Dev Ganesh,normal,3175,Jaipur,Rajasthan,26.91309,75.73765
P000774,Anya Sama,normal,882,Deoghar,Jharkhand,24.42619,86.67431
P000775,Veda Bose,normal,766,Delhi Central,Delhi,28.66821,77.21082
P000776,Zayan Koshy,normal,1723,Kota,Rajasthan,25.25727,75.88342
P000777,Rohan Shankar,normal,323,Pune,Maharashtra,18.49883,73.86591
P000778,Krishna Modi,normal,2602,Deoghar,Jharkhand,24.51377,86.74723
P000779,Meghana Natarajan,normal,1261,Deoghar,Jharkhand,24.45336,86.69893
P000780,Forum Sarraf,normal,2715,Noida,Uttar Pradesh,28.5242,77.47629
P000781,Qushi Deshpande,normal,15,Jamtara,Jharkhand,23.94116,86.81938
P000782,Ekani Iyer,normal,2704,Gurugram,Haryana,28.40559,77.03689
P000783,Dipta Goel,normal,1956,Nuh,Haryana,28.0731,77.0142
P000784,Eiravati Manne,normal,48,New Delhi,Delhi,28.59147,77.20706
P000785,Xavier Nanda,normal,2623,Rohtak,Haryana,28.92606,76.64559
P000786,Avni Ramaswamy,normal,1757,Hubballi,Karnataka,15.31321,75.04534
P000787,Ishaan Iyengar,normal,2341,Rohtak,Haryana,28.85566,76.53372
P000788,Avi Shenoy,normal,996,Ghaziabad,Uttar Pradesh,28.65365,77.49989
P000789,Raksha Manne,normal,1774,Hubballi,Karnataka,15.38248,75.15711
P000790,Nilima Tata,normal,2740,Mysuru,Karnataka,12.32755,76.65264
P000791,Chavvi Khurana,normal,2990,Ghaziabad,Uttar Pradesh,28.62127,77.42897
P000792,Mitesh Sampath,normal,1770,Nuh,Haryana,28.08565,76.95687
P000793,Ethan Sen,normal,47,Howrah,West Bengal,22.54606,88.27227
P000794,Nandini Warrior,normal,3137,Thane,Maharashtra,19.17911,73.02605
P000795,Balhaar Parsa,normal,1211,Noida,Uttar Pradesh,28.52401,77.46714
P000796,Ikbal Kothari,normal,832,Bengaluru,Karnataka,12.96224,77.54872
P000797,Ojas Basu,normal,744,Ranchi,Jharkhand,23.40401,85.27533
P000798,Garima Sani,normal,272,Agra,Uttar Pradesh,27.18572,78.01183
P000799,Advaith Chaudhari,normal,215,Jaipur,Rajasthan,26.86994,75.82961
P000800,Tristan Uppal,normal,2223,Howrah,West Bengal,22.65697,88.2094
P000801,Sanaya Prasad,normal,103,Ghaziabad,Uttar Pradesh,28.6895,77.4487
P000802,Ubika Tella,normal,1790,Mysuru,Karnataka,12.26127,76.60763
P000803,Hemani Bakshi,normal,193,Gurugram,Haryana,28.41486,76.97702
P000804,Henry Merchant,normal,217,Nuh,Haryana,28.14445,76.95773
P000805,Frederick D’Alia,normal,644,Noida,Uttar Pradesh,28.56802,77.432
P000806,Ijaya Muni,normal,278,Faridabad,Haryana,28.43806,77.33011
P000807,Tamanna Jhaveri,normal,369,Durgapur,West Bengal,23.5638,87.35521
P000808,Ijaya Soni,normal,1755,Thane,Maharashtra,19.18509,73.03761
P000809,Raksha Sethi,normal,1390,Nuh,Haryana,28.12706,76.97501
P000810,Ekalinga Mital,normal,1775,Lucknow,Uttar Pradesh,26.85425,80.95056
P000811,Ishwar Bajaj,normal,820,Thane,Maharashtra,19.23584,72.91213
P000812,Ikbal Gala,normal,1939,Mysuru,Karnataka,12.2619,76.67921
P000813,Zaitra Ghosh,normal,2625,Asansol,West Bengal,23.69701,86.97884
P000814,Ganga Sandhu,normal,967,Mysuru,Karnataka,12.24304,76.68912
P000815,Vincent Ravel,normal,798,Delhi Central,Delhi,28.57828,77.26013
P000816,Quincy Sankaran,normal,1376,Hubballi,Karnataka,15.38553,75.10754
P000817,Ayush Hora,normal,1313,Kolkata,West Bengal,22.51865,88.34714
P000818,Pushti Ramachandran,normal,584,Nagpur,Maharashtra,21.11191,79.12566
P000819,Tanish Jha,normal,346,Ranchi,Jharkhand,23.41839,85.28033
P000820,Dev Chaudry,normal,524,Gurugram,Haryana,28.43299,77.04918
P000821,Jasmit Nanda,normal,2872,Kota,Rajasthan,25.18828,75.82536
P000822,Tanvi Comar,normal,362,Alwar,Rajasthan,27.58283,76.67812
P000823,Vrishti Wable,normal,1447,Kota,Rajasthan,25.21934,75.87212
P000824,Lipika Ramanathan,normal,563,Asansol,West Bengal,23.61794,86.94687
P000825,Ijaya Pandey,normal,368,Rohtak,Haryana,28.94878,76.54075
P000826,Orinder Mishra,normal,3111,Pune,Maharashtra,18.55147,73.90777
P000827,Krish Munshi,normal,419,Thane,Maharashtra,19.21844,73.08021
P000828,William Mody,normal,772,Bharatpur,Rajasthan,27.20619,77.4409
P000829,Qadim Prakash,normal,145,Nuh,Haryana,28.05342,76.98957
P000830,Yasti Rama,normal,1182,Jaipur,Rajasthan,26.87637,75.79665
P000831,Lakshit Rajagopal,normal,2884,Bharatpur,Rajasthan,27.20559,77.49939
P000832,Quincy Sur,normal,2085,Mumbai,Maharashtra,19.01031,72.92376
P000833,Ojas Suri,normal,1518,Bharatpur,Rajasthan,27.19722,77.49229
P000834,Logan Grover,normal,31,Gurugram,Haryana,28.45658,76.94392
P000835,Shravya Bera,normal,229,Durgapur,West Bengal,23.51477,87.30073
P000836,Aditya Sundaram,normal,1747,Faridabad,Haryana,28.43894,77.33876
P000837,Robert Rajagopalan,normal,2300,Noida,Uttar Pradesh,28.47599,77.39752
P000838,Nilima Swamy,normal,456,Kota,Rajasthan,25.22017,75.87408
P000839,Sachi Suresh,normal,40,Mysuru,Karnataka,12.27982,76.62897
P000840,Fitan Balasubramanian,normal,133,Lucknow,Uttar Pradesh,26.80936,80.8903
P000841,Brinda Bali,normal,1433,Asansol,West Bengal,23.56769,86.90693
P000842,Umang Yogi,normal,1252,Durgapur,West Bengal,23.63332,87.26315
P000843,Om Shankar,normal,764,Rohtak,Haryana,28.90818,76.62124
P000844,Yasti Chowdhury,normal,1544,Delhi Central,Delhi,28.53292,77.23403
P000845,Amrita Peri,normal,1616,Ranchi,Jharkhand,23.42986,85.2822
P000846,Ridhi Kamdar,normal,904,Kota,Rajasthan,25.16371,75.8462
P000847,Harsh Kota,normal,1705,Nuh,Haryana,28.14633,76.96996
P000848,Bachittar Sengupta,normal,1976,Mysuru,Karnataka,12.31384,76.62007
P000849,Ijaya Chahal,normal,3003,Ghaziabad,Uttar Pradesh,28.67488,77.4555
P000850,Jacob Khalsa,normal,3193,Gurugram,Haryana,28.46431,76.98687
P000851,Indali Sangha,normal,558,Bharatpur,Rajasthan,27.20753,77.46022
P000852,Liam Jhaveri,normal,475,Hubballi,Karnataka,15.29819,75.12375
P000853,Daniel Panchal,normal,296,Hubballi,Karnataka,15.38935,75.13598
P000854,Om Naik,normal,2731,Alwar,Rajasthan,27.55298,76.63634
P000855,Bimala Loke,normal,928,Jamtara,Jharkhand,23.92999,86.78432
P000856,Krishna Sabharwal,normal,1688,Kota,Rajasthan,25.18372,75.84839
P000857,Aradhana Date,normal,1876,Howrah,West Bengal,22.56156,88.25441
P000858,Zaid Dhingra,normal,851,Mangaluru,Karnataka,12.98961,74.84117
P000859,Yug Ramaswamy,normal,1006,Kota,Rajasthan,25.14036,75.91571
P000860,Lucky Luthra,normal,2328,Asansol,West Bengal,23.57966,86.93798
P000861,Keya Seth,normal,2511,Hubballi,Karnataka,15.45238,75.10678
P000862,Girik Rau,normal,2988,Jamtara,Jharkhand,23.95995,86.79607
P000863,Jyoti Sha,normal,1026,Rohtak,Haryana,28.92323,76.61888
P000864,Falak Agate,normal,890,Ghaziabad,Uttar Pradesh,28.70553,77.46015
P000865,Tara Parmar,normal,3198,Nuh,Haryana,28.11536,77.01044
P000866,Mitali Kamdar,normal,1873,Durgapur,West Bengal,23.48326,87.34817
P000867,Siddharth Talwar,normal,2673,Nagpur,Maharashtra,21.11758,79.01468
P000868,Ekantika Mander,normal,1925,Noida,Uttar Pradesh,28.55982,77.39547
P000869,Kalpit Sundaram,normal,1480,New Delhi,Delhi,28.67184,77.20746
P000870,Chanakya Batra,normal,62,New Delhi,Delhi,28.6068,77.24318
P000871,Tripti Babu,normal,2183,Hubballi,Karnataka,15.31146,75.07274
P000872,Nakul Sastry,normal,726,Faridabad,Haryana,28.37305,77.30329
P000873,Aadi Sangha,normal,1573,Lucknow,Uttar Pradesh,26.87769,80.95805
P000874,Kevin Mittal,normal,1768,Jaipur,Rajasthan,26.86204,75.74446
P000875,Anusha Chander,normal,207,Agra,Uttar Pradesh,27.179,78.05172
P000876,Zashil Butala,normal,1879,Ghaziabad,Uttar Pradesh,28.66038,77.47548
P000877,Noah Ben,normal,2127,Durgapur,West Bengal,23.56273,87.36822
P000878,Dalaja Kaur,normal,905,Gurugram,Haryana,28.52663,77.0147
P000879,Gavin Chandran,normal,637,Agra,Uttar Pradesh,27.17144,78.01229
P000880,Tanay Sood,normal,1482,Dhanbad,Jharkhand,23.81238,86.44067
P000881,Kevin Kara,normal,2262,Alwar,Rajasthan,27.64741,76.60999
P000882,Aditya Anand,normal,1426,Howrah,West Bengal,22.66451,88.20602
P000883,Jai Sami,normal,1069,Agra,Uttar Pradesh,27.16272,78.04355
P000884,Vanya Bobal,normal,194,Durgapur,West Bengal,23.55471,87.2827
P000885,Leela Chakraborty,normal,1537,Pune,Maharashtra,18.55031,73.84795
P000886,Harshil Munshi,normal,1330,Nuh,Haryana,28.0688,76.96304
P000887,Chandani Devan,normal,385,Mysuru,Karnataka,12.26349,76.74348
P000888,Kiaan Dhar,normal,2540,Bengaluru,Karnataka,12.97271,77.64645
P000889,Abhiram Gala,normal,1356,Dhanbad,Jharkhand,23.7825,86.35497
P000890,Indali Kala,normal,2809,Ranchi,Jharkhand,23.31572,85.30082
P000891,Nisha Savant,normal,63,Faridabad,Haryana,28.48723,77.31636
P000892,Gabriel Chaudhry,normal,3084,Bharatpur,Rajasthan,27.15465,77.54085
P000893,Jatin Rajagopalan,normal,1011,Bharatpur,Rajasthan,27.1929,77.54586
P000894,Pushti Murty,normal,52,Ghaziabad,Uttar Pradesh,28.59271,77.50032
P000895,Yug Malhotra,normal,1073,Thane,Maharashtra,19.15401,72.92151
P000896,Yuvraj Mane,normal,1434,Noida,Uttar Pradesh,28.47367,77.51207
P000897,Charvi Jha,normal,1326,Kolkata,West Bengal,22.57578,88.37997
P000898,Manya Merchant,normal,2597,Alwar,Rajasthan,27.54218,76.70045
P000899,Wriddhish Talwar,normal,675,Mumbai,Maharashtra,19.08301,72.81304
P000900,Isaiah Khosla,normal,268,Pune,Maharashtra,18.54926,73.83898
P000901,Ekavir Wable,normal,15,Thane,Maharashtra,19.29399,73.04041
P000902,Jalsa Nadig,normal,2459,Mysuru,Karnataka,12.26129,76.61396
P000903,Lila Salvi,normal,1203,Dhanbad,Jharkhand,23.78812,86.42298
P000904,Orinder Sinha,normal,2035,Faridabad,Haryana,28.43687,77.29445
P000905,Anay Bir,normal,1155,Bengaluru,Karnataka,12.90637,77.6422
P000906,Adweta Kale,normal,886,Pune,Maharashtra,18.50966,73.85321
P000907,Darpan Rao,normal,1797,Jamtara,Jharkhand,24.00677,86.79634
P000908,Yachana Sagar,normal,1789,Asansol,West Bengal,23.66976,86.90531
P000909,Neelima Butala,normal,187,Deoghar,Jharkhand,24.42676,86.68237
P000910,Arunima Chacko,normal,654,Asansol,West Bengal,23.69575,86.9841
P000911,Farhan Vaidya,normal,858,Hubballi,Karnataka,15.31475,75.10688
P000912,Nachiket Yadav,normal,13,Ranchi,Jharkhand,23.32773,85.25505
P000913,Mahika Bhatti,normal,739,Mangaluru,Karnataka,12.887,74.82286
P000914,Rajeshri Khare,normal,2221,Mumbai,Maharashtra,19.08485,72.86891
P000915,Yash Chadha,normal,69,Ranchi,Jharkhand,23.31987,85.36083
P000916,Jack Setty,normal,1373,Jaipur,Rajasthan,26.85184,75.72179
P000917,Dayamai Gill,normal,2951,Gurugram,Haryana,28.4579,77.0336
P000918,Advik Devan,normal,733,Ranchi,Jharkhand,23.28234,85.33176
P000919,Nihal Taneja,normal,552,Rohtak,Haryana,28.8809,76.56424
P000920,Zansi Lad,normal,2588,Nagpur,Maharashtra,21.21743,79.11662
P000921,Kamya Date,normal,187,Mysuru,Karnataka,12.32799,76.66588
P000922,Jacob Balan,normal,1241,Thane,Maharashtra,19.21419,73.04101
P000923,Pushti Magar,normal,2161,New Delhi,Delhi,28.66701,77.20863
P000924,Adya Bose,normal,2751,Thane,Maharashtra,19.18779,73.00161
P000925,Tamanna Vaidya,normal,1577,Howrah,West Bengal,22.63023,88.27188
P000926,Christopher Tata,normal,489,Bengaluru,Karnataka,12.89807,77.63489
P000927,Jhalak Dugar,normal,517,Delhi Central,Delhi,28.59915,77.20229
P000928,Harshil D’Alia,normal,2242,Deoghar,Jharkhand,24.44028,86.72677
P000929,Yashodhara Agate,normal,803,Hubballi,Karnataka,15.37553,75.09924
P000930,Advik Konda,normal,1468,Agra,Uttar Pradesh,27.13049,78.02588
P000931,Urmi Patla,normal,198,Bharatpur,Rajasthan,27.19284,77.4113
P000932,Mason Gola,normal,2773,Delhi Central,Delhi,28.65124,77.1845
P000933,Oni Kapur,normal,2069,Noida,Uttar Pradesh,28.46054,77.41789
P000934,Yuvraj Saha,normal,3105,Asansol,West Bengal,23.65433,86.94374
P000935,Anika Brahmbhatt,normal,3186,Lucknow,Uttar Pradesh,26.78914,80.90775
P000936,Jagdish Thakkar,normal,116,Nuh,Haryana,28.02089,76.96731
P000937,Praneel Kapoor,normal,569,Hubballi,Karnataka,15.33591,75.1706
P000938,Nandini Biswas,normal,129,Asansol,West Bengal,23.59434,86.91268
P000939,Barkha Mukhopadhyay,normal,2473,Asansol,West Bengal,23.7125,86.94231
P000940,Gabriel Shan,normal,2295,Alwar,Rajasthan,27.60739,76.61751
P000941,Jyoti Iyer,normal,1023,Ghaziabad,Uttar Pradesh,28.69222,77.51364
P000942,Daksha Kibe,normal,1101,Alwar,Rajasthan,27.49378,76.62707
P000943,Jyoti Tak,normal,2784,Asansol,West Bengal,23.66687,86.89396
P000944,Yatan Dora,normal,95,Mumbai,Maharashtra,19.03373,72.92947
P000945,Nimrat Bajwa,normal,3189,Dhanbad,Jharkhand,23.78075,86.46152
P000946,Hiral Andra,normal,3076,Mangaluru,Karnataka,12.89342,74.85851
P000947,Aarav Puri,normal,1675,New Delhi,Delhi,28.6107,77.27732
P000948,Hemang Jha,normal,1265,Jamtara,Jharkhand,24.00222,86.80929
P000949,Oni Swamy,normal,1173,Nagpur,Maharashtra,21.10706,79.16965
P000950,Lucky Mammen,normal,1066,Jaipur,Rajasthan,26.91831,75.86074
P000951,Caleb Kata,normal,1568,Agra,Uttar Pradesh,27.13241,78.01785
P000952,Kashish Shanker,normal,2532,Bharatpur,Rajasthan,27.22184,77.47343
P000953,Girish Tiwari,normal,1181,Jaipur,Rajasthan,26.92034,75.78302
P000954,Meera Borde,normal,1763,Hubballi,Karnataka,15.39871,75.12266
P000955,Radhika De,normal,1466,Mangaluru,Karnataka,12.87244,74.82845
P000956,Bishakha Lal,normal,586,Howrah,West Bengal,22.63277,88.22423
P000957,Maya Narain,normal,933,Mysuru,Karnataka,12.28048,76.56241
P000958,Sneha Magar,normal,1154,Durgapur,West Bengal,23.54998,87.24421
P000959,Falan Jain,normal,1873,Nuh,Haryana,28.10363,77.07479
P000960,Ikbal Dugal,normal,1133,Rohtak,Haryana,28.93805,76.64723
P000961,Nitesh Sengupta,normal,82,Thane,Maharashtra,19.20876,72.97721
P000962,Dipta Ray,normal,2431,Kolkata,West Bengal,22.61509,88.43351
P000963,Ishita Johal,normal,1411,Rohtak,Haryana,28.89164,76.66178
P000964,Darika Sheth,normal,2974,Hubballi,Karnataka,15.42463,75.15516
P000965,Jagdish Chana,normal,535,Jaipur,Rajasthan,26.88455,75.86259
P000966,Daksha Baria,normal,1954,Pune,Maharashtra,18.54168,73.88591
P000967,Falak Divan,normal,315,Deoghar,Jharkhand,24.46058,86.68879
P000968,Yuvraj Parekh,normal,2431,Howrah,West Bengal,22.6728,88.23849
P000969,Yochana Bawa,normal,2769,Delhi Central,Delhi,28.63647,77.29117
P000970,Abha Ghosh,normal,803,Jamtara,Jharkhand,23.91632,86.82181
P000971,Nidhi Sethi,normal,2822,Agra,Uttar Pradesh,27.1723,78.04375
P000972,Girindra Shere,normal,2780,Lucknow,Uttar Pradesh,26.85489,80.97143
P000973,Logan Dara,normal,855,Asansol,West Bengal,23.71343,86.97752
P000974,David Kapadia,normal,499,Asansol,West Bengal,23.67253,86.93248
P000975,Rudra Rattan,normal,1699,Kolkata,West Bengal,22.55083,88.32934
P000976,Frado Lad,normal,2350,Noida,Uttar Pradesh,28.56216,77.38587
P000977,Anthony Bhattacharyya,normal,1674,Rohtak,Haryana,28.83807,76.61257
P000978,Sachi Dave,normal,1001,Hubballi,Karnataka,15.38514,75.19702
P000979,Garima Das,normal,2456,Howrah,West Bengal,22.60708,88.3147
P000980,Triya Bedi,normal,569,Alwar,Rajasthan,27.57845,76.68622
P000981,Rachita Rana,normal,217,Gurugram,Haryana,28.46973,77.00028
P000982,Ayushman Raja,normal,234,Dhanbad,Jharkhand,23.81023,86.44975
P000983,Orinder Pandya,normal,1673,Nagpur,Maharashtra,21.16748,79.01802
P000984,Rachit Maharaj,normal,3106,Lucknow,Uttar Pradesh,26.8614,80.94936
P000985,Sanaya Dixit,normal,1336,Bengaluru,Karnataka,12.93568,77.59553
P000986,Yatan Merchant,normal,3168,Bharatpur,Rajasthan,27.1331,77.42559
P000987,Nisha Srinivas,normal,2294,Mangaluru,Karnataka,12.97209,74.76994
P000988,Gagan Mammen,normal,109,Noida,Uttar Pradesh,28.46573,77.44798
P000989,Laksh Saini,normal,591,Jaipur,Rajasthan,26.92836,75.73444
P000990,Zaid Bahl,normal,835,Hubballi,Karnataka,15.37736,75.12458
P000991,Jagrati Srinivasan,normal,2124,Bharatpur,Rajasthan,27.10406,77.45048
P000992,Hemangini Thakkar,normal,229,Noida,Uttar Pradesh,28.54705,77.38545
P000993,Lipika Madan,normal,3092,Nagpur,Maharashtra,21.12633,79.08288
P000994,Atharv Nagar,normal,2570,Ghaziabad,Uttar Pradesh,28.71945,77.49318
P000995,Ayushman Mand,normal,2638,Hubballi,Karnataka,15.39174,75.13786
P000996,Urmi Wagle,normal,3079,Jamtara,Jharkhand,23.89752,86.83856
P000997,Viraj Dutta,normal,1612,Nuh,Haryana,28.07524,77.02249
P000998,Yug Khosla,normal,2029,Deoghar,Jharkhand,24.41075,86.76857
P000999,Daksh Kanda,normal,1181,Faridabad,Haryana,28.41978,77.36151
P001000,Isha Ghose,normal,2704,Deoghar,Jharkhand,24.42505,86.66501
P001001,Warjas Nadkarni,normal,2127,Delhi Central,Delhi,28.66799,77.27986
P001002,Ayaan Pandey,normal,175,Nagpur,Maharashtra,21.18144,79.15315
P001003,Raghav Tailor,normal,850,Mumbai,Maharashtra,19.10429,72.91235
P001004,Parth Swaminathan,normal,1326,Mysuru,Karnataka,12.21393,76.61479
P001005,Gautam Bhalla,normal,1585,Noida,Uttar Pradesh,28.56492,77.37846
P001006,Theodore Bahri,normal,724,Noida,Uttar Pradesh,28.5132,77.37283
P001007,Aadi Narula,normal,536,Bharatpur,Rajasthan,27.10582,77.59559
P001008,Kalpit Oak,normal,1100,Kota,Rajasthan,25.16627,75.88557
P001009,Ekiya Bhargava,normal,1027,Pune,Maharashtra,18.53941,73.88434
P001010,Manbir Dhar,normal,1556,Gurugram,Haryana,28.42085,77.06889
P001011,Janya Bora,normal,1446,Nagpur,Maharashtra,21.14066,79.14456
P001012,Meghana Chaudhuri,normal,13,Asansol,West Bengal,23.644,86.91912
P001013,Chasmum Naidu,normal,491,Deoghar,Jharkhand,24.48738,86.66636
P001014,Nakul Sarkar,normal,2890,Alwar,Rajasthan,27.60175,76.6708
P001015,Edhitha Ghosh,normal,21,Asansol,West Bengal,23.73645,86.89391
P001016,Udant Gill,normal,926,Hubballi,Karnataka,15.29918,75.08474
P001017,Damyanti Menon,normal,835,Lucknow,Uttar Pradesh,26.79892,80.93991
P001018,Peter Agarwal,normal,2661,Gurugram,Haryana,28.51274,77.11959
